time,entity_id,location,timediff
2012-04-04T14:19:00Z,102,2,0
2012-04-04T14:20:00Z,103,166,0
2012-04-04T14:22:00Z,42,119,0
2012-04-04T14:31:00Z,78,2,0
2012-04-04T14:54:00Z,104,167,0
2012-04-04T15:01:00Z,105,168,0
2012-04-04T15:02:00Z,58,169,0
2012-04-04T15:04:00Z,106,170,0
2012-04-04T15:09:00Z,45,171,0
2012-04-04T15:14:00Z,107,172,0
2012-04-04T15:15:00Z,13,173,0
2012-04-04T15:21:00Z,6,7,0
2012-04-04T15:30:00Z,23,174,0
2012-04-04T15:32:00Z,20,175,0
2012-04-04T15:32:00Z,20,176,0
2012-04-04T15:32:00Z,50,77,0
2012-04-04T15:39:00Z,108,177,0
2012-04-04T15:43:00Z,109,178,0
2012-04-04T15:43:00Z,109,179,0
2012-04-04T15:49:00Z,110,180,0
2012-04-04T16:16:00Z,21,181,0
2012-04-04T16:22:00Z,111,182,0
2012-04-04T16:30:00Z,32,39,0
2012-04-04T16:36:00Z,112,183,0
2012-04-04T16:36:00Z,32,40,0
2012-04-04T16:43:00Z,31,184,0
2012-04-04T16:46:00Z,14,185,0
2012-04-04T16:48:00Z,113,186,0
2012-04-04T17:04:00Z,24,137,0
2012-04-04T17:05:00Z,114,82,0
2012-04-04T17:12:00Z,21,30,0
2012-04-04T17:24:00Z,4,4,0
2012-04-04T17:25:00Z,24,187,0
2012-04-04T17:26:00Z,35,47,0
2012-04-04T17:27:00Z,42,119,0
2012-04-04T17:38:00Z,83,188,0
2012-04-04T17:52:00Z,1,1,0
2012-04-04T18:05:00Z,13,189,0
2012-04-04T18:05:00Z,13,13,0
2012-04-04T18:08:00Z,115,190,0
2012-04-04T18:32:00Z,0,191,1
2012-04-04T18:33:00Z,3,192,1
2012-04-04T18:40:00Z,116,193,1
2012-04-04T18:45:00Z,66,194,1
2012-04-04T18:54:00Z,0,102,1
2012-04-04T18:56:00Z,0,195,1
2012-04-04T19:01:00Z,117,196,1
2012-04-04T19:06:00Z,118,187,1
2012-04-04T19:07:00Z,86,197,1
2012-04-04T19:09:00Z,119,198,1
2012-04-04T19:21:00Z,46,199,1
2012-04-04T19:28:00Z,120,200,1
2012-04-04T19:35:00Z,121,201,1
2012-04-04T21:34:00Z,12,26,1
2012-04-04T21:38:00Z,79,202,1
2012-04-04T21:39:00Z,79,129,1
2012-04-04T22:47:00Z,38,55,1
2012-04-04T22:51:00Z,121,203,1
2012-04-04T22:54:00Z,122,204,1
2012-04-04T22:56:00Z,1,1,1
2012-04-04T23:06:00Z,123,205,1
2012-04-04T23:12:00Z,124,207,1
2012-04-04T23:12:00Z,44,206,1
2012-04-04T23:16:00Z,32,208,1
2012-04-04T23:22:00Z,25,209,1
2012-04-04T23:23:00Z,96,80,1
2012-04-04T23:25:00Z,96,80,1
2012-04-04T23:25:00Z,96,210,1
2012-04-04T23:25:00Z,125,211,1
2012-04-04T23:36:00Z,3,212,1
2012-04-04T23:39:00Z,57,78,1
2012-04-04T23:42:00Z,3,39,1
2012-04-04T23:45:00Z,96,213,1
2012-04-04T23:46:00Z,96,214,1
2012-04-04T23:48:00Z,126,215,1
2012-04-04T23:51:00Z,43,63,1
2012-04-04T23:52:00Z,40,216,1
2012-04-05T00:00:00Z,54,217,1
2012-04-05T00:01:00Z,3,59,1
2012-04-05T00:01:00Z,54,74,1
2012-04-05T00:03:00Z,12,101,1
2012-04-05T00:04:00Z,77,218,1
2012-04-05T00:05:00Z,61,159,1
2012-04-05T00:12:00Z,127,219,1
2012-04-05T00:20:00Z,3,62,1
2012-04-05T08:50:00Z,4,50,1
2012-04-05T11:56:00Z,95,152,1
2012-04-05T12:02:00Z,10,2,1
2012-04-06T13:17:00Z,97,158,2
2012-04-06T13:19:00Z,101,165,2
2012-04-06T13:32:00Z,98,160,2
2012-04-06T13:52:00Z,7,220,2
2012-04-06T14:00:00Z,91,221,2
2012-04-06T14:14:00Z,128,222,2
2012-04-06T14:15:00Z,50,223,2
2012-04-06T14:16:00Z,50,225,2
2012-04-06T14:16:00Z,129,224,2
2012-04-06T14:17:00Z,1,1,2
2012-04-06T14:24:00Z,16,16,2
2012-04-06T14:30:00Z,107,172,2
2012-04-06T14:33:00Z,67,226,2
2012-04-06T14:35:00Z,15,54,2
2012-04-06T14:42:00Z,111,182,2
2012-04-06T14:44:00Z,52,162,2
2012-04-06T14:44:00Z,52,164,2
2012-04-06T14:48:00Z,83,136,2
2012-04-06T14:51:00Z,130,227,2
2012-04-06T14:53:00Z,6,7,2
2012-04-06T14:57:00Z,58,169,2
2012-04-06T15:06:00Z,83,2,2
2012-04-06T15:11:00Z,49,228,2
2012-04-06T15:15:00Z,18,19,2
2012-04-06T15:25:00Z,14,229,2
2012-04-06T15:27:00Z,131,230,2
2012-04-06T15:36:00Z,63,231,2
2012-04-06T15:36:00Z,25,232,2
2012-04-06T15:42:00Z,0,233,2
2012-04-06T15:44:00Z,106,170,2
2012-04-06T15:44:00Z,104,167,2
2012-04-06T15:48:00Z,14,234,2
2012-04-06T15:58:00Z,50,235,2
2012-04-06T16:09:00Z,100,163,2
2012-04-06T16:11:00Z,125,236,2
2012-04-06T16:19:00Z,72,237,2
2012-04-06T16:19:00Z,50,238,2
2012-04-06T16:25:00Z,117,237,2
2012-04-06T16:35:00Z,3,62,2
2012-04-06T16:37:00Z,21,239,2
2012-04-06T16:41:00Z,72,240,2
2012-04-07T00:22:00Z,42,119,3
2012-04-07T00:23:00Z,132,149,3
2012-04-07T12:28:00Z,90,147,3
2012-04-07T13:19:00Z,98,160,3
2012-04-07T13:23:00Z,112,2,3
2012-04-07T13:57:00Z,91,221,3
2012-04-07T14:13:00Z,42,241,3
2012-04-07T14:17:00Z,2,2,3
2012-04-07T14:46:00Z,1,242,3
2012-04-07T15:21:00Z,133,243,3
2012-04-07T15:45:00Z,6,7,3
2012-04-07T15:46:00Z,20,175,3
2012-04-07T15:49:00Z,52,244,3
2012-04-07T15:51:00Z,103,245,3
2012-04-07T16:10:00Z,117,237,3
2012-04-07T16:22:00Z,65,246,3
2012-04-07T16:36:00Z,32,39,3
2012-04-07T16:41:00Z,32,40,3
2012-04-07T16:43:00Z,134,140,3
2012-04-07T16:50:00Z,97,247,3
2012-04-07T16:59:00Z,40,17,3
2012-04-07T17:01:00Z,63,98,3
2012-04-07T17:01:00Z,63,98,3
2012-04-07T17:27:00Z,135,248,3
2012-04-07T17:32:00Z,136,249,3
2012-04-07T17:38:00Z,3,250,3
2012-04-07T17:41:00Z,137,251,3
2012-04-07T17:41:00Z,92,2,3
2012-04-07T17:44:00Z,97,252,3
2012-04-07T17:46:00Z,138,253,3
2012-04-07T17:47:00Z,36,254,3
2012-04-07T17:47:00Z,50,255,3
2012-04-07T17:47:00Z,138,256,3
2012-04-07T17:50:00Z,35,47,3
2012-04-07T17:54:00Z,139,257,3
2012-04-07T17:54:00Z,57,2,3
2012-04-07T17:56:00Z,50,171,3
2012-04-07T18:07:00Z,72,258,3
2012-04-07T18:10:00Z,70,259,4
2012-04-07T18:13:00Z,48,145,4
2012-04-07T18:19:00Z,140,260,4
2012-04-07T18:23:00Z,35,148,4
2012-04-07T18:29:00Z,52,72,4
2012-04-07T18:31:00Z,24,137,4
2012-04-07T18:32:00Z,70,261,4
2012-04-07T18:42:00Z,141,40,4
2012-04-07T18:44:00Z,79,202,4
2012-04-07T18:45:00Z,79,129,4
2012-04-07T18:59:00Z,98,262,4
2012-04-07T19:00:00Z,40,57,4
2012-04-07T19:02:00Z,125,263,4
2012-04-07T19:12:00Z,96,264,4
2012-04-07T19:13:00Z,4,265,4
2012-04-07T19:15:00Z,142,264,4
2012-04-07T19:16:00Z,142,266,4
2012-04-07T19:16:00Z,142,267,4
2012-04-07T19:22:00Z,143,268,4
2012-04-07T19:23:00Z,144,269,4
2012-04-07T19:29:00Z,102,198,4
2012-04-07T19:36:00Z,65,270,4
2012-04-07T19:45:00Z,65,271,4
2012-04-07T19:47:00Z,8,4,4
2012-04-07T19:51:00Z,145,272,4
2012-04-07T19:53:00Z,135,273,4
2012-04-07T19:56:00Z,7,274,4
2012-04-07T19:57:00Z,4,275,4
2012-04-07T19:59:00Z,146,276,4
2012-04-07T20:06:00Z,10,2,4
2012-04-07T20:14:00Z,36,52,4
2012-04-07T20:14:00Z,96,277,4
2012-04-07T20:15:00Z,62,278,4
2012-04-07T20:17:00Z,12,26,4
2012-04-07T20:22:00Z,147,40,4
2012-04-07T20:23:00Z,148,40,4
2012-04-07T20:24:00Z,147,40,4
2012-04-07T20:25:00Z,119,198,4
2012-04-07T20:32:00Z,149,279,4
2012-04-07T20:34:00Z,125,280,4
2012-04-07T20:35:00Z,16,281,4
2012-04-07T20:40:00Z,76,282,4
2012-04-07T20:45:00Z,150,40,4
2012-04-07T20:47:00Z,151,283,4
2012-04-07T20:51:00Z,34,46,4
2012-04-07T20:51:00Z,14,284,4
2012-04-07T20:54:00Z,14,235,4
2012-04-07T20:59:00Z,152,243,4
2012-04-07T21:01:00Z,82,285,4
2012-04-07T21:03:00Z,125,263,4
2012-04-07T21:06:00Z,75,286,4
2012-04-07T21:09:00Z,153,287,4
2012-04-07T21:17:00Z,154,190,4
2012-04-07T21:18:00Z,50,288,4
2012-04-07T21:19:00Z,50,289,4
2012-04-07T21:20:00Z,155,2,4
2012-04-07T21:26:00Z,156,290,4
2012-04-07T21:27:00Z,127,291,4
2012-04-07T21:31:00Z,16,16,4
2012-04-07T21:35:00Z,49,131,4
2012-04-07T21:41:00Z,157,53,4
2012-04-07T21:50:00Z,22,292,4
2012-04-07T21:51:00Z,142,293,4
2012-04-07T21:56:00Z,23,225,4
2012-04-07T21:59:00Z,72,294,4
2012-04-07T22:19:00Z,145,295,4
2012-04-07T22:21:00Z,72,114,4
2012-04-07T22:23:00Z,12,101,4
2012-04-07T22:24:00Z,158,2,4
2012-04-07T22:37:00Z,68,296,4
2012-04-07T22:39:00Z,98,297,4
2012-04-07T22:39:00Z,159,298,4
2012-04-07T22:49:00Z,70,299,4
2012-04-07T23:03:00Z,75,117,4
2012-04-07T23:15:00Z,14,300,4
2012-04-07T23:17:00Z,14,301,4
2012-04-07T23:18:00Z,14,302,4
2012-04-07T23:19:00Z,14,303,4
2012-04-07T23:22:00Z,14,235,4
2012-04-07T23:34:00Z,160,304,4
2012-04-07T23:40:00Z,161,305,4
2012-04-07T23:41:00Z,162,2,4
2012-04-07T23:48:00Z,151,306,4
2012-04-07T23:48:00Z,163,296,4
2012-04-07T23:54:00Z,164,307,4
2012-04-08T00:00:00Z,103,308,4
2012-04-08T00:04:00Z,165,309,4
2012-04-08T00:05:00Z,32,310,4
2012-04-08T00:07:00Z,20,22,4
2012-04-08T00:08:00Z,21,181,4
2012-04-08T00:09:00Z,127,48,4
2012-04-08T00:09:00Z,120,311,4
2012-04-08T00:19:00Z,166,312,4
2012-04-08T00:23:00Z,14,313,4
2012-04-08T00:35:00Z,167,314,4
2012-04-08T00:38:00Z,3,62,4
2012-04-08T00:39:00Z,70,315,4
2012-04-08T00:43:00Z,141,310,4
2012-04-08T00:48:00Z,165,316,4
2012-04-08T00:50:00Z,160,317,4
2012-04-08T00:59:00Z,145,318,4
2012-04-08T01:01:00Z,168,319,4
2012-04-08T01:06:00Z,169,320,4
2012-04-08T01:08:00Z,163,310,4
2012-04-08T01:22:00Z,24,137,4
2012-04-08T01:23:00Z,141,310,4
2012-04-08T01:32:00Z,54,321,4
2012-04-08T01:35:00Z,91,221,4
2012-04-08T01:38:00Z,3,3,4
2012-04-08T01:44:00Z,29,83,4
2012-04-08T01:46:00Z,170,310,4
2012-04-08T01:47:00Z,171,322,4
2012-04-08T01:51:00Z,0,323,4
2012-04-08T01:59:00Z,172,324,4
2012-04-08T02:00:00Z,42,325,4
2012-04-08T02:07:00Z,22,99,4
2012-04-08T02:28:00Z,52,326,4
2012-04-08T02:43:00Z,35,148,4
2012-04-08T02:45:00Z,36,254,4
2012-04-08T02:45:00Z,52,72,4
2012-04-08T02:48:00Z,12,327,4
2012-04-08T02:50:00Z,161,328,4
2012-04-08T02:51:00Z,173,329,4
2012-04-08T03:18:00Z,174,310,4
2012-04-08T03:34:00Z,175,330,4
2012-04-08T04:08:00Z,176,331,4
2012-04-08T04:13:00Z,59,332,4
2012-04-08T04:14:00Z,177,333,4
2012-04-08T04:17:00Z,72,334,4
2012-04-08T04:20:00Z,16,335,4
2012-04-08T04:25:00Z,161,336,4
2012-04-08T04:27:00Z,178,337,4
2012-04-08T04:33:00Z,54,217,4
2012-04-08T04:47:00Z,60,338,4
2012-04-08T04:52:00Z,155,339,4
2012-04-08T04:53:00Z,179,340,4
2012-04-08T05:13:00Z,180,330,4
2012-04-08T05:16:00Z,60,341,4
2012-04-08T05:18:00Z,142,342,4
2012-04-08T05:23:00Z,79,129,4
2012-04-08T05:26:00Z,79,343,4
2012-04-08T05:29:00Z,181,344,4
2012-04-08T05:30:00Z,178,345,4
2012-04-08T05:42:00Z,182,346,4
2012-04-08T05:44:00Z,79,347,4
2012-04-08T05:48:00Z,3,348,4
2012-04-08T05:50:00Z,132,52,4
2012-04-08T05:59:00Z,58,87,4
2012-04-08T06:03:00Z,157,349,4
2012-04-08T06:04:00Z,54,350,4
2012-04-08T06:10:00Z,47,133,4
2012-04-08T06:11:00Z,90,147,4
2012-04-08T06:14:00Z,7,220,4
2012-04-08T06:19:00Z,50,351,4
2012-04-08T06:21:00Z,183,352,4
2012-04-08T06:43:00Z,58,84,4
2012-04-08T06:44:00Z,184,353,4
2012-04-08T06:53:00Z,132,149,4
2012-04-08T07:01:00Z,172,324,4
2012-04-08T07:27:00Z,32,354,4
2012-04-08T07:38:00Z,183,355,4
2012-04-08T08:09:00Z,72,114,4
2012-04-08T08:35:00Z,8,356,4
2012-04-08T09:13:00Z,62,357,4
2012-04-08T09:22:00Z,96,358,4
2012-04-08T09:50:00Z,32,359,4
2012-04-08T12:58:00Z,185,360,4
2012-04-08T13:07:00Z,20,22,4
2012-04-08T13:15:00Z,98,160,4
2012-04-08T13:24:00Z,137,221,4
2012-04-08T13:25:00Z,41,361,4
2012-04-08T13:47:00Z,15,362,4
2012-04-08T13:57:00Z,10,2,4
2012-04-08T14:29:00Z,94,151,4
2012-04-08T14:34:00Z,108,2,4
2012-04-08T14:43:00Z,64,92,4
2012-04-08T14:46:00Z,14,185,4
2012-04-08T14:50:00Z,105,363,4
2012-04-08T15:07:00Z,186,364,4
2012-04-08T15:23:00Z,50,351,4
2012-04-08T15:25:00Z,61,39,4
2012-04-08T15:32:00Z,50,70,4
2012-04-08T16:03:00Z,16,16,4
2012-04-08T16:16:00Z,187,99,4
2012-04-08T16:26:00Z,142,358,4
2012-04-08T16:28:00Z,188,365,4
2012-04-08T16:37:00Z,32,38,4
2012-04-08T17:02:00Z,50,366,4
2012-04-08T17:06:00Z,50,367,4
2012-04-08T17:08:00Z,32,208,4
2012-04-08T17:11:00Z,187,368,4
2012-04-08T17:18:00Z,188,20,4
2012-04-08T17:21:00Z,32,40,4
2012-04-08T17:30:00Z,189,40,4
2012-04-08T17:33:00Z,76,369,4
2012-04-08T17:36:00Z,155,370,4
2012-04-08T17:40:00Z,3,62,4
2012-04-08T17:43:00Z,165,371,4
2012-04-08T17:43:00Z,160,372,4
2012-04-08T17:51:00Z,97,373,4
2012-04-08T18:10:00Z,45,374,5
2012-04-08T18:12:00Z,141,375,5
2012-04-08T18:26:00Z,61,86,5
2012-04-08T18:28:00Z,187,40,5
2012-04-08T18:31:00Z,190,376,5
2012-04-08T18:46:00Z,42,377,5
2012-04-08T18:49:00Z,4,378,5
2012-04-08T19:05:00Z,155,40,5
2012-04-08T19:12:00Z,41,17,5
2012-04-08T19:17:00Z,7,40,5
2012-04-08T19:21:00Z,163,40,5
2012-04-08T19:30:00Z,191,40,5
2012-04-08T19:41:00Z,125,211,5
2012-04-08T20:01:00Z,125,379,5
2012-04-08T20:02:00Z,3,380,5
2012-04-08T20:06:00Z,192,40,5
2012-04-08T20:16:00Z,6,7,5
2012-04-08T20:27:00Z,193,40,5
2012-04-08T20:30:00Z,149,381,5
2012-04-08T20:32:00Z,44,352,5
2012-04-08T20:42:00Z,194,382,5
2012-04-08T20:44:00Z,149,279,5
2012-04-08T20:56:00Z,44,282,5
2012-04-08T21:06:00Z,64,383,5
2012-04-08T21:06:00Z,142,384,5
2012-04-08T21:17:00Z,25,122,5
2012-04-08T21:22:00Z,24,385,5
2012-04-08T21:37:00Z,44,64,5
2012-04-08T21:39:00Z,41,17,5
2012-04-08T21:40:00Z,54,321,5
2012-04-08T21:49:00Z,58,386,5
2012-04-08T21:52:00Z,78,2,5
2012-04-08T21:54:00Z,79,129,5
2012-04-08T21:57:00Z,29,387,5
2012-04-08T22:14:00Z,195,388,5
2012-04-08T22:18:00Z,29,83,5
2012-04-08T22:21:00Z,196,2,5
2012-04-08T22:21:00Z,64,92,5
2012-04-08T22:23:00Z,38,389,5
2012-04-08T22:29:00Z,188,364,5
2012-04-08T22:48:00Z,197,2,5
2012-04-08T22:50:00Z,0,390,5
2012-04-08T22:52:00Z,57,78,5
2012-04-08T22:55:00Z,26,391,5
2012-04-08T22:57:00Z,198,392,5
2012-04-08T23:13:00Z,132,393,5
2012-04-08T23:27:00Z,3,62,5
2012-04-08T23:28:00Z,199,394,5
2012-04-08T23:31:00Z,70,315,5
2012-04-08T23:33:00Z,127,219,5
2012-04-09T11:59:00Z,7,8,5
2012-04-09T12:16:00Z,59,395,5
2012-04-09T12:22:00Z,42,396,5
2012-04-09T12:38:00Z,94,151,5
2012-04-09T12:48:00Z,3,3,5
2012-04-09T12:49:00Z,42,60,5
2012-04-09T13:03:00Z,61,159,5
2012-04-09T13:09:00Z,3,348,5
2012-04-09T13:14:00Z,3,397,5
2012-04-09T13:14:00Z,97,158,5
2012-04-09T13:29:00Z,168,398,5
2012-04-09T13:34:00Z,3,399,5
2012-04-09T13:41:00Z,200,31,5
2012-04-09T13:54:00Z,3,2,5
2012-04-09T13:57:00Z,50,400,5
2012-04-09T13:59:00Z,50,124,5
2012-04-09T13:59:00Z,50,39,5
2012-04-09T14:02:00Z,10,2,5
2012-04-09T14:14:00Z,151,306,5
2012-04-09T14:16:00Z,75,401,5
2012-04-09T14:16:00Z,180,402,5
2012-04-09T14:24:00Z,128,403,5
2012-04-09T14:33:00Z,103,166,5
2012-04-09T14:42:00Z,130,227,5
2012-04-09T14:54:00Z,201,404,5
2012-04-09T14:59:00Z,111,182,5
2012-04-09T15:08:00Z,114,82,5
2012-04-09T15:13:00Z,110,180,5
2012-04-09T15:20:00Z,23,405,5
2012-04-09T15:24:00Z,50,106,5
2012-04-09T15:24:00Z,50,406,5
2012-04-09T15:26:00Z,50,407,5
2012-04-09T15:28:00Z,8,237,5
2012-04-09T15:29:00Z,13,173,5
2012-04-09T15:30:00Z,50,111,5
2012-04-09T15:35:00Z,24,137,5
2012-04-09T15:39:00Z,20,22,5
2012-04-09T15:42:00Z,93,408,5
2012-04-09T15:46:00Z,32,409,5
2012-04-09T15:49:00Z,49,68,5
2012-04-09T15:50:00Z,34,49,5
2012-04-09T15:55:00Z,202,410,5
2012-04-09T15:55:00Z,107,172,5
2012-04-09T16:08:00Z,203,411,5
2012-04-09T16:10:00Z,104,167,5
2012-04-09T16:13:00Z,142,342,5
2012-04-09T16:16:00Z,19,412,5
2012-04-09T16:16:00Z,201,193,5
2012-04-09T16:28:00Z,4,4,5
2012-04-09T16:30:00Z,4,4,5
2012-04-09T16:52:00Z,105,413,5
